hedId	rdfs:label	Level	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo
	Episode-consciousness	3	Episode-time-context-property	suggestedTag=Property-not-possible-to-determine		"Episode-time-context-property and (suggestedTag value ""Property-not-possible-to-determine"")"
	Episode-consciousness-not-tested	4	Episode-consciousness			
	Episode-consciousness-not-tested-#	5	Episode-consciousness-not-tested	takesValue, valueClass=textClass	Free text.	"Episode-consciousness-not-tested and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-consciousness-affected	4	Episode-consciousness			
	Episode-consciousness-affected-#	5	Episode-consciousness-affected	takesValue, valueClass=textClass	Free text.	"Episode-consciousness-affected and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-consciousness-mildly-affected	4	Episode-consciousness			
	Episode-consciousness-mildly-affected-#	5	Episode-consciousness-mildly-affected	takesValue, valueClass=textClass	Free text.	"Episode-consciousness-mildly-affected and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-consciousness-not-affected	4	Episode-consciousness			
	Episode-consciousness-not-affected-#	5	Episode-consciousness-not-affected	takesValue, valueClass=textClass	Free text.	"Episode-consciousness-not-affected and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-awareness	3	Episode-time-context-property	suggestedTag=Property-not-possible-to-determine, suggestedTag=Property-exists, suggestedTag=Property-absence		"Episode-time-context-property and (suggestedTag value ""Property-not-possible-to-determine"") and (suggestedTag value ""Property-exists"") and (suggestedTag value ""Property-absence"")"
	Episode-awareness-#	4	Episode-awareness	takesValue, valueClass=textClass	Free text.	"Episode-awareness and (takesValue value true) and (valueClass value ""textClass"")"
	Clinical-EEG-temporal-relationship	3	Episode-time-context-property	suggestedTag=Property-not-possible-to-determine		"Episode-time-context-property and (suggestedTag value ""Property-not-possible-to-determine"")"
	Clinical-start-followed-EEG	4	Clinical-EEG-temporal-relationship		Clinical start, followed by EEG start by X seconds.	
	Clinical-start-followed-EEG-#	5	Clinical-start-followed-EEG	takesValue, valueClass=numericClass, unitClass=timeUnits		"Clinical-start-followed-EEG and (takesValue value true) and (valueClass value ""numericClass"") and (unitClass value ""timeUnits"")"
	EEG-start-followed-clinical	4	Clinical-EEG-temporal-relationship		EEG start, followed by clinical start by X seconds.	
	EEG-start-followed-clinical-#	5	EEG-start-followed-clinical	takesValue, valueClass=numericClass, unitClass=timeUnits		"EEG-start-followed-clinical and (takesValue value true) and (valueClass value ""numericClass"") and (unitClass value ""timeUnits"")"
	Simultaneous-start-clinical-EEG	4	Clinical-EEG-temporal-relationship			
	Clinical-EEG-temporal-relationship-notes	4	Clinical-EEG-temporal-relationship	requireChild	Clinical notes to annotate the clinical-EEG temporal relationship.	Clinical-EEG-temporal-relationship and (requireChild value true)
	Clinical-EEG-temporal-relationship-notes-#	5	Clinical-EEG-temporal-relationship-notes	takesValue, valueClass=textClass		"Clinical-EEG-temporal-relationship-notes and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-event-count	3	Episode-time-context-property	requireChild, suggestedTag=Property-not-possible-to-determine	Number of stereotypical episodes during the recording.	"Episode-time-context-property and (requireChild value true) and (suggestedTag value ""Property-not-possible-to-determine"")"
	Episode-event-count-#	4	Episode-event-count	takesValue, valueClass=numericClass		"Episode-event-count and (takesValue value true) and (valueClass value ""numericClass"")"
	State-episode-start	3	Episode-time-context-property	suggestedTag=Property-not-possible-to-determine	State at the start of the episode.	"Episode-time-context-property and (suggestedTag value ""Property-not-possible-to-determine"")"
	Episode-start-from-sleep	4	State-episode-start			
	Episode-start-from-sleep-#	5	Episode-start-from-sleep	takesValue, valueClass=textClass	Free text.	"Episode-start-from-sleep and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-start-from-awake	4	State-episode-start			
	Episode-start-from-awake-#	5	Episode-start-from-awake	takesValue, valueClass=textClass	Free text.	"Episode-start-from-awake and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-postictal-phase	3	Episode-time-context-property	suggestedTag=Property-not-possible-to-determine		"Episode-time-context-property and (suggestedTag value ""Property-not-possible-to-determine"")"
	Episode-postictal-phase-#	4	Episode-postictal-phase	takesValue, valueClass=numericClass, unitClass=timeUnits		"Episode-postictal-phase and (takesValue value true) and (valueClass value ""numericClass"") and (unitClass value ""timeUnits"")"
	Episode-prodrome	3	Episode-time-context-property	suggestedTag=Property-exists, suggestedTag=Property-absence	Prodrome is a preictal phenomenon, and it is defined as a subjective or objective clinical alteration (e.g., ill-localized sensation or agitation) that heralds the onset of an epileptic seizure but does not form part of it (Blume et al., 2001). Therefore, prodrome should be distinguished from aura (which is an ictal phenomenon).	"Episode-time-context-property and (suggestedTag value ""Property-exists"") and (suggestedTag value ""Property-absence"")"
	Episode-prodrome-#	4	Episode-prodrome	takesValue, valueClass=textClass	Free text.	"Episode-prodrome and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-tongue-biting	3	Episode-time-context-property	suggestedTag=Property-exists, suggestedTag=Property-absence		"Episode-time-context-property and (suggestedTag value ""Property-exists"") and (suggestedTag value ""Property-absence"")"
	Episode-tongue-biting-#	4	Episode-tongue-biting	takesValue, valueClass=textClass	Free text.	"Episode-tongue-biting and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-responsiveness	3	Episode-time-context-property	suggestedTag=Property-not-possible-to-determine		"Episode-time-context-property and (suggestedTag value ""Property-not-possible-to-determine"")"
	Episode-responsiveness-preserved	4	Episode-responsiveness			
	Episode-responsiveness-preserved-#	5	Episode-responsiveness-preserved	takesValue, valueClass=textClass	Free text.	"Episode-responsiveness-preserved and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-responsiveness-affected	4	Episode-responsiveness			
	Episode-responsiveness-affected-#	5	Episode-responsiveness-affected	takesValue, valueClass=textClass	Free text.	"Episode-responsiveness-affected and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-appearance	3	Episode-time-context-property			
	Episode-appearance-interactive	4	Episode-appearance			
	Episode-appearance-interactive-#	5	Episode-appearance-interactive	takesValue, valueClass=textClass	Free text.	"Episode-appearance-interactive and (takesValue value true) and (valueClass value ""textClass"")"
	Episode-appearance-spontaneous	4	Episode-appearance			
	Episode-appearance-spontaneous-#	5	Episode-appearance-spontaneous	takesValue, valueClass=textClass	Free text.	"Episode-appearance-spontaneous and (takesValue value true) and (valueClass value ""textClass"")"
	Seizure-dynamics	3	Episode-time-context-property		Spatiotemporal dynamics can be scored (evolution in morphology; evolution in frequency; evolution in location).	
	Seizure-dynamics-evolution-morphology	4	Seizure-dynamics			
	Seizure-dynamics-evolution-morphology-#	5	Seizure-dynamics-evolution-morphology	takesValue, valueClass=textClass	Free text.	"Seizure-dynamics-evolution-morphology and (takesValue value true) and (valueClass value ""textClass"")"
	Seizure-dynamics-evolution-frequency	4	Seizure-dynamics			
	Seizure-dynamics-evolution-frequency-#	5	Seizure-dynamics-evolution-frequency	takesValue, valueClass=textClass	Free text.	"Seizure-dynamics-evolution-frequency and (takesValue value true) and (valueClass value ""textClass"")"
	Seizure-dynamics-evolution-location	4	Seizure-dynamics			
	Seizure-dynamics-evolution-location-#	5	Seizure-dynamics-evolution-location	takesValue, valueClass=textClass	Free text.	"Seizure-dynamics-evolution-location and (takesValue value true) and (valueClass value ""textClass"")"
	Seizure-dynamics-not-possible-to-determine	4	Seizure-dynamics		Not possible to determine.	
	Seizure-dynamics-not-possible-to-determine-#	5	Seizure-dynamics-not-possible-to-determine	takesValue, valueClass=textClass	Free text.	"Seizure-dynamics-not-possible-to-determine and (takesValue value true) and (valueClass value ""textClass"")"
	Other-finding-property	1	Finding-property	requireChild		Finding-property and (requireChild value true)
	Artifact-significance-to-recording	2	Other-finding-property		It is important to score the significance of the described artifacts: recording is not interpretable, recording of reduced diagnostic value, does not interfere with the interpretation of the recording.	
	Recording-not-interpretable-due-to-artifact	3	Artifact-significance-to-recording			
	Recording-not-interpretable-due-to-artifact-#	4	Recording-not-interpretable-due-to-artifact	takesValue, valueClass=textClass	Free text.	"Recording-not-interpretable-due-to-artifact and (takesValue value true) and (valueClass value ""textClass"")"
	Recording-of-reduced-diagnostic-value-due-to-artifact	3	Artifact-significance-to-recording			
	Recording-of-reduced-diagnostic-value-due-to-artifact-#	4	Recording-of-reduced-diagnostic-value-due-to-artifact	takesValue, valueClass=textClass	Free text.	"Recording-of-reduced-diagnostic-value-due-to-artifact and (takesValue value true) and (valueClass value ""textClass"")"
	Artifact-does-not-interfere-recording	3	Artifact-significance-to-recording			
	Artifact-does-not-interfere-recording-#	4	Artifact-does-not-interfere-recording	takesValue, valueClass=textClass	Free text.	"Artifact-does-not-interfere-recording and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-significance-to-recording	2	Other-finding-property	suggestedTag=Normal, suggestedTag=Abnormal	Significance of finding. When normal/abnormal could be labeled with with suggested tags.	"Other-finding-property and (suggestedTag value ""Normal"") and (suggestedTag value ""Abnormal"")"
	Finding-no-definite-abnormality	3	Finding-significance-to-recording			
	Finding-no-definite-abnormality-#	4	Finding-no-definite-abnormality	takesValue, valueClass=textClass	Free text.	"Finding-no-definite-abnormality and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-significance-not-possible-to-determine	3	Finding-significance-to-recording		Not possible to determine.	
	Finding-significance-not-possible-to-determine-#	4	Finding-significance-not-possible-to-determine	takesValue, valueClass=textClass	Free text.	"Finding-significance-not-possible-to-determine and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-frequency	2	Other-finding-property	requireChild	Value in Hz (number) typed in.	Other-finding-property and (requireChild value true)
	Finding-frequency-#	3	Finding-frequency	takesValue, valueClass=numericClass, unitClass=frequencyUnits		"Finding-frequency and (takesValue value true) and (valueClass value ""numericClass"") and (unitClass value ""frequencyUnits"")"
	Finding-amplitude	2	Other-finding-property	requireChild	Value in microvolts (number) typed in.	Other-finding-property and (requireChild value true)
	Finding-amplitude-#	3	Finding-amplitude	takesValue, valueClass=numericClass, unitClass=electricPotentialUnits		"Finding-amplitude and (takesValue value true) and (valueClass value ""numericClass"") and (unitClass value ""electricPotentialUnits"")"
	Finding-amplitude-asymmetry	2	Other-finding-property	suggestedTag=Symmetrical	For posterior dominant rhythm: a difference in amplitude between the homologous area on opposite sides of the head that consistently exceeds 50 percent. When symmetrical could be labeled with suggested tag. For sleep: Absence or consistently marked amplitude asymmetry (greater than 50 percent) of a normal sleep graphoelement.	"Other-finding-property and (suggestedTag value ""Symmetrical"")"
	Finding-amplitude-asymmetry-lower-left	3	Finding-amplitude-asymmetry		Amplitude lower on the left side.	
	Finding-amplitude-asymmetry-lower-left-#	4	Finding-amplitude-asymmetry-lower-left	takesValue, valueClass=textClass	Free text.	"Finding-amplitude-asymmetry-lower-left and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-amplitude-asymmetry-lower-right	3	Finding-amplitude-asymmetry		Amplitude lower on the right side.	
	Finding-amplitude-asymmetry-lower-right-#	4	Finding-amplitude-asymmetry-lower-right	takesValue, valueClass=textClass	Free text.	"Finding-amplitude-asymmetry-lower-right and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-amplitude-asymmetry-not-possible-to-determine	3	Finding-amplitude-asymmetry		Not possible to determine.	
	Finding-amplitude-asymmetry-not-possible-to-determine-#	4	Finding-amplitude-asymmetry-not-possible-to-determine	takesValue, valueClass=textClass	Free text.	"Finding-amplitude-asymmetry-not-possible-to-determine and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-stopped-by	2	Other-finding-property	requireChild		Other-finding-property and (requireChild value true)
	Finding-stopped-by-#	3	Finding-stopped-by	takesValue, valueClass=textClass	Free text.	"Finding-stopped-by and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-triggered-by	2	Other-finding-property	requireChild		Other-finding-property and (requireChild value true)
	Finding-triggered-by-#	3	Finding-triggered-by	takesValue, valueClass=textClass	Free text.	"Finding-triggered-by and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-unmodified	2	Other-finding-property			
	Finding-unmodified-#	3	Finding-unmodified	takesValue, valueClass=textClass	Free text.	"Finding-unmodified and (takesValue value true) and (valueClass value ""textClass"")"
	Property-not-possible-to-determine	2	Other-finding-property		Not possible to determine.	
	Property-not-possible-to-determine-#	3	Property-not-possible-to-determine	takesValue, valueClass=textClass	Free text.	"Property-not-possible-to-determine and (takesValue value true) and (valueClass value ""textClass"")"
	Property-exists	2	Other-finding-property			
	Property-exists-#	3	Property-exists	takesValue, valueClass=textClass	Free text.	"Property-exists and (takesValue value true) and (valueClass value ""textClass"")"
	Property-absence	2	Other-finding-property			
	Property-absence-#	3	Property-absence	takesValue, valueClass=textClass	Free text.	"Property-absence and (takesValue value true) and (valueClass value ""textClass"")"
	Interictal-finding	0	HedTag		EEG pattern / transient that is distinguished form the background activity, considered abnormal, but is not recorded during ictal period (seizure) or postictal period; the presence of an interictal finding does not necessarily imply that the patient has epilepsy.	HedTag and (inHedSchema some ScoreSchema)
	Epileptiform-interictal-activity	1	Interictal-finding	suggestedTag=Spike-morphology, suggestedTag=Spike-and-slow-wave-morphology, suggestedTag=Runs-of-rapid-spikes-morphology, suggestedTag=Polyspikes-morphology, suggestedTag=Polyspike-and-slow-wave-morphology, suggestedTag=Sharp-wave-morphology, suggestedTag=Sharp-and-slow-wave-morphology, suggestedTag=Slow-sharp-wave-morphology, suggestedTag=High-frequency-oscillation-morphology, suggestedTag=Hypsarrhythmia-classic-morphology, suggestedTag=Hypsarrhythmia-modified-morphology, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Finding-propagation, suggestedTag=Multifocal-finding, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, suggestedTag=Finding-incidence		"Interictal-finding and (suggestedTag value ""Spike-morphology"") and (suggestedTag value ""Spike-and-slow-wave-morphology"") and (suggestedTag value ""Runs-of-rapid-spikes-morphology"") and (suggestedTag value ""Polyspikes-morphology"") and (suggestedTag value ""Polyspike-and-slow-wave-morphology"") and (suggestedTag value ""Sharp-wave-morphology"") and (suggestedTag value ""Sharp-and-slow-wave-morphology"") and (suggestedTag value ""Slow-sharp-wave-morphology"") and (suggestedTag value ""High-frequency-oscillation-morphology"") and (suggestedTag value ""Hypsarrhythmia-classic-morphology"") and (suggestedTag value ""Hypsarrhythmia-modified-morphology"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Finding-propagation"") and (suggestedTag value ""Multifocal-finding"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"") and (suggestedTag value ""Finding-incidence"")"
	Abnormal-interictal-rhythmic-activity	1	Interictal-finding	suggestedTag=Rhythmic-activity-morphology, suggestedTag=Polymorphic-delta-activity-morphology, suggestedTag=Frontal-intermittent-rhythmic-delta-activity-morphology, suggestedTag=Occipital-intermittent-rhythmic-delta-activity-morphology, suggestedTag=Temporal-intermittent-rhythmic-delta-activity-morphology, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern, suggestedTag=Finding-incidence		"Interictal-finding and (suggestedTag value ""Rhythmic-activity-morphology"") and (suggestedTag value ""Polymorphic-delta-activity-morphology"") and (suggestedTag value ""Frontal-intermittent-rhythmic-delta-activity-morphology"") and (suggestedTag value ""Occipital-intermittent-rhythmic-delta-activity-morphology"") and (suggestedTag value ""Temporal-intermittent-rhythmic-delta-activity-morphology"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"") and (suggestedTag value ""Finding-incidence"")"
	Interictal-special-patterns	1	Interictal-finding			
	Interictal-periodic-discharges	2	Interictal-special-patterns	suggestedTag=Periodic-discharge-morphology, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Periodic-discharge-time-related-features	Periodic discharge not further specified (PDs).	"Interictal-special-patterns and (suggestedTag value ""Periodic-discharge-morphology"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Periodic-discharge-time-related-features"")"
	Generalized-periodic-discharges	3	Interictal-periodic-discharges		GPDs. The term generalized refers to any bilateral, bisynchronous and symmetric pattern, even if it has a restricted field (e.g. bifrontal)	
	Lateralized-periodic-discharges	3	Interictal-periodic-discharges		LPDs. Lateralized includes unilateral and bilateral synchronous but asymmetric; includes focal, regional and hemispheric patterns.	
	Bilateral-independent-periodic-discharges	3	Interictal-periodic-discharges		BIPDs. Bilateral Independent refers to the presence of 2 independent (asynchronous) lateralized patterns, one in each hemisphere	
	Multifocal-periodic-discharges	3	Interictal-periodic-discharges		MfPDs. Multifocal refers to the presence of at least three independent lateralized patterns with at least one in each hemisphere	
	Extreme-delta-brush	2	Interictal-special-patterns	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern		"Interictal-special-patterns and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Physiologic-pattern	0	HedTag		EEG graphoelements or rhythms that are considered normal. They only should be scored if the physician considers that they have a specific clinical significance for the recording.	HedTag and (inHedSchema some ScoreSchema)
	Rhythmic-activity-pattern	1	Physiologic-pattern	suggestedTag=Rhythmic-activity-morphology, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Not further specified.	"Physiologic-pattern and (suggestedTag value ""Rhythmic-activity-morphology"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Slow-alpha-variant-rhythm	1	Physiologic-pattern	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Characteristic rhythms mostly at 4-5 Hz, recorded most prominently over the posterior regions of the head. Generally alternate, or are intermixed, with alpha rhythm to which they often are harmonically related. Amplitude varies but is frequently close to 50 micro V. Blocked or attenuated by attention, especially visual, and mental effort. Comment: slow alpha variant rhythms should be distinguished from posterior slow waves characteristic of children and adolescents and occasionally seen in young adults.	"Physiologic-pattern and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Fast-alpha-variant-rhythm	1	Physiologic-pattern	suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Characteristic rhythm at 14-20 Hz, detected most prominently over the posterior regions of the head. May alternate or be intermixed with alpha rhythm. Blocked or attenuated by attention, especially visual, and mental effort.	"Physiologic-pattern and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Ciganek-rhythm	1	Physiologic-pattern	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Midline theta rhythm (Ciganek rhythm) may be observed during wakefulness or drowsiness. The frequency is 4-7 Hz, and the location is midline (ie, vertex). The morphology is rhythmic, smooth, sinusoidal, arciform, spiky, or mu-like.	"Physiologic-pattern and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Lambda-wave	1	Physiologic-pattern	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Diphasic sharp transient occurring over occipital regions of the head of waking subjects during visual exploration. The main component is positive relative to other areas. Time-locked to saccadic eye movement. Amplitude varies but is generally below 50 micro V.	"Physiologic-pattern and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Posterior-slow-waves-youth	1	Physiologic-pattern	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Waves in the delta and theta range, of variable form, lasting 0.35 to 0.5 s or longer without any consistent periodicity, found in the range of 6-12 years (occasionally seen in young adults). Alpha waves are almost always intermingled or superimposed. Reactive similar to alpha activity.	"Physiologic-pattern and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Diffuse-slowing-hyperventilation	1	Physiologic-pattern	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Diffuse slowing induced by hyperventilation. Bilateral, diffuse slowing during hyperventilation. Recorded in 70 percent of normal children (3-5 years) and less then 10 percent of adults. Usually appear in the posterior regions and spread forward in younger age group, whereas they tend to appear in the frontal regions and spread backward in the older age group.	"Physiologic-pattern and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Photic-driving	1	Physiologic-pattern	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Physiologic response consisting of rhythmic activity elicited over the posterior regions of the head by repetitive photic stimulation at frequencies of about 5-30 Hz. Comments: term should be limited to activity time-locked to the stimulus and of frequency identical or harmonically related to the stimulus frequency. Photic driving should be distinguished from the visual evoked potentials elicited by isolated flashes of light or flashes repeated at very low frequency.	"Physiologic-pattern and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Photomyogenic-response	1	Physiologic-pattern	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	A response to intermittent photic stimulation characterized by the appearance in the record of brief, repetitive muscular artifacts (spikes) over the anterior regions of the head. These often increase gradually in amplitude as stimuli are continued and cease promptly when the stimulus is withdrawn. Comment: this response is frequently associated with flutter of the eyelids and vertical oscillations of the eyeballs and sometimes with discrete jerking mostly involving the musculature of the face and head. (Preferred to synonym: photo-myoclonic response).	"Physiologic-pattern and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
	Other-physiologic-pattern	1	Physiologic-pattern	requireChild		Physiologic-pattern and (requireChild value true)
	Other-physiologic-pattern-#	2	Other-physiologic-pattern	takesValue, valueClass=textClass	Free text.	"Other-physiologic-pattern and (takesValue value true) and (valueClass value ""textClass"")"
	Polygraphic-channel-finding	0	HedTag		Changes observed in polygraphic channels can be scored: EOG, Respiration, ECG, EMG, other polygraphic channel (+ free text), and their significance logged (normal, abnormal, no definite abnormality).	HedTag and (inHedSchema some ScoreSchema)
	EOG-channel-finding	1	Polygraphic-channel-finding	suggestedTag=Finding-significance-to-recording	EOG channel findings refer to the observations and characteristics associated with the recording of electrooculographic signals.	"Polygraphic-channel-finding and (suggestedTag value ""Finding-significance-to-recording"")"
	EOG-channel-finding-#	2	EOG-channel-finding	takesValue, valueClass=textClass	Free text.	"EOG-channel-finding and (takesValue value true) and (valueClass value ""textClass"")"
	Respiration-channel-finding	1	Polygraphic-channel-finding	suggestedTag=Finding-significance-to-recording	Respiration channel findings involve the observations and characteristics associated with the recording of respiratory signals.	"Polygraphic-channel-finding and (suggestedTag value ""Finding-significance-to-recording"")"
	Respiration-oxygen-saturation	2	Respiration-channel-finding	requireChild		Respiration-channel-finding and (requireChild value true)
	Respiration-oxygen-saturation-#	3	Respiration-oxygen-saturation	takesValue, valueClass=numericClass		"Respiration-oxygen-saturation and (takesValue value true) and (valueClass value ""numericClass"")"
	Respiration-feature	2	Respiration-channel-finding			
	Apnoe-respiration	3	Respiration-feature		Add duration (range in seconds) and comments in free text.	
	Apnoe-respiration-#	4	Apnoe-respiration	takesValue, valueClass=textClass	Free text.	"Apnoe-respiration and (takesValue value true) and (valueClass value ""textClass"")"
	Hypopnea-respiration	3	Respiration-feature		Add duration (range in seconds) and comments in free text	
	Hypopnea-respiration-#	4	Hypopnea-respiration	takesValue, valueClass=textClass	Free text.	"Hypopnea-respiration and (takesValue value true) and (valueClass value ""textClass"")"
	Apnea-hypopnea-index-respiration	3	Respiration-feature	suggestedTag=Frequency	Events/h.	"Respiration-feature and (suggestedTag value ""Frequency"")"
	Apnea-hypopnea-index-respiration-#	4	Apnea-hypopnea-index-respiration	takesValue, valueClass=textClass	Free text.	"Apnea-hypopnea-index-respiration and (takesValue value true) and (valueClass value ""textClass"")"
	Periodic-respiration	3	Respiration-feature			
	Periodic-respiration-#	4	Periodic-respiration	takesValue, valueClass=textClass	Free text.	"Periodic-respiration and (takesValue value true) and (valueClass value ""textClass"")"
	Tachypnea-respiration	3	Respiration-feature	suggestedTag=Frequency	Cycles/min.	"Respiration-feature and (suggestedTag value ""Frequency"")"
	Tachypnea-respiration-#	4	Tachypnea-respiration	takesValue, valueClass=textClass	Free text.	"Tachypnea-respiration and (takesValue value true) and (valueClass value ""textClass"")"
	Other-respiration-feature	3	Respiration-feature	requireChild		Respiration-feature and (requireChild value true)
	Other-respiration-feature-#	4	Other-respiration-feature	takesValue, valueClass=textClass	Free text.	"Other-respiration-feature and (takesValue value true) and (valueClass value ""textClass"")"
	ECG-channel-finding	1	Polygraphic-channel-finding	suggestedTag=Finding-significance-to-recording	ECG channel findings include observations and characteristics associated with the Electrocardiogram recording.	"Polygraphic-channel-finding and (suggestedTag value ""Finding-significance-to-recording"")"
	ECG-QT-period	2	ECG-channel-finding	requireChild		ECG-channel-finding and (requireChild value true)
	ECG-QT-period-#	3	ECG-QT-period	takesValue, valueClass=textClass	Free text.	"ECG-QT-period and (takesValue value true) and (valueClass value ""textClass"")"
	ECG-feature	2	ECG-channel-finding			
	ECG-sinus-rhythm	3	ECG-feature	suggestedTag=Frequency	Normal rhythm.	"ECG-feature and (suggestedTag value ""Frequency"")"
	ECG-sinus-rhythm-#	4	ECG-sinus-rhythm	takesValue, valueClass=textClass	Free text.	"ECG-sinus-rhythm and (takesValue value true) and (valueClass value ""textClass"")"
	ECG-arrhythmia	3	ECG-feature			
	ECG-arrhythmia-#	4	ECG-arrhythmia	takesValue, valueClass=textClass	Free text.	"ECG-arrhythmia and (takesValue value true) and (valueClass value ""textClass"")"
	ECG-asystolia	3	ECG-feature		Add duration (range in seconds) and comments in free text.	
	ECG-asystolia-#	4	ECG-asystolia	takesValue, valueClass=textClass	Free text.	"ECG-asystolia and (takesValue value true) and (valueClass value ""textClass"")"
	ECG-bradycardia	3	ECG-feature	suggestedTag=Frequency		"ECG-feature and (suggestedTag value ""Frequency"")"
	ECG-bradycardia-#	4	ECG-bradycardia	takesValue, valueClass=textClass	Free text.	"ECG-bradycardia and (takesValue value true) and (valueClass value ""textClass"")"
	ECG-extrasystole	3	ECG-feature			
	ECG-extrasystole-#	4	ECG-extrasystole	takesValue, valueClass=textClass	Free text.	"ECG-extrasystole and (takesValue value true) and (valueClass value ""textClass"")"
